order_id,customer_id,region,order_date,product_category,amount,quantity,status
ORD-00429,1417,East,Oct 01 2024,Home,396.22,10,completed
ORD-00430,9306,South,2024-04-04,Electronics,293.16,1,completed
ORD-00431,9808,East,Apr 20 2024,Electronics,342.08,5,returned
ORD-00432,4974,East,04/09/2024,Home,98.9,3,completed
ORD-00433,4267,East,Oct 28 2024,Sports,311.38,4,completed
ORD-00434,1825,South,01/11/2024,Sports,,2,completed
ORD-00435,8668,South,2024-02-21,Clothing,417.98,9,pending
ORD-00436,6745,East,2024-05-31,Food,316.5,3,completed
ORD-00437,1412,North,2024-07-03,Sports,-103.43,2,completed
ORD-00438,8543,South,2024-06-03,Electronics,36.99,10,completed
ORD-00439,8587,North,Dec 28 2024,Sports,26.1,9,returned
ORD-00440,1728,East,05/03/2024,Clothing,188.85,7,completed
ORD-00441,8164,South,2024-01-24,Clothing,136.6,6,completed
ORD-00442,9867,West,10/10/2024,Food,324.81,1,completed
ORD-00443,6988,East,2024-12-23,Sports,252.17,5,completed
ORD-00444,3504,West,22/11/2024,Electronics,136.68,3,completed
ORD-00445,3967,West,2024-02-22,Electronics,78.87,1,returned
ORD-00446,3786,West,20/10/2024,Home,,4,completed
ORD-00447,2122,West,28/08/2024,Electronics,433.01,2,completed
ORD-00448,5079,South,13/08/2024,Food,125.52,2,completed
ORD-00449,2571,East,2024-04-04,Food,327.6,3,completed
ORD-00450,6073,North,09/05/2024,Electronics,406.29,8,completed
ORD-00451,6104,North,2024-02-28,Electronics,308.97,8,returned
ORD-00452,3143,South,24/07/2024,Home,430.48,7,completed
ORD-00453,7806,East,Feb 07 2024,Electronics,199.23,6,completed
ORD-00454,8357,South,Nov 18 2024,Home,478.33,9,completed
ORD-00455,4440,East,2024-01-28,Home,70.91,4,completed
ORD-00456,4766,West,Mar 17 2024,Electronics,55.56,1,completed
ORD-00092,6644,East,2024-06-04,Clothing,331.05,8,completed
ORD-00458,3914,East,2024-05-07,Clothing,471.7,7,returned
ORD-00459,5968,West,12/10/2024,Home,405.4,7,completed
ORD-00460,6917,West,Nov 06 2024,Electronics,42.83,3,completed
ORD-00461,9787,East,2024-11-12,Clothing,143.29,4,pending
ORD-00462,1728,West,24/09/2024,Electronics,465.51,10,completed
ORD-00463,2365,West,18/08/2024,Electronics,130.26,9,completed
ORD-00464,5492,West,Jun 01 2024,Electronics,391.68,6,completed
ORD-00465,1698,North,07/08/2024,Sports,413.44,5,completed
ORD-00466,8186,South,Oct 18 2024,Electronics,250.25,3,completed
ORD-00467,1395,South,Jan 31 2024,Sports,196.24,9,completed
ORD-00468,8400,North,2024-02-20,Home,227.81,5,completed
ORD-00469,9082,East,2024-11-16,Clothing,117.35,5,returned
ORD-00470,5171,East,May 15 2024,Clothing,445.25,4,completed
ORD-00471,5360,West,2024-02-11,Clothing,228.06,4,completed
ORD-00472,3502,North,2024-05-02,Clothing,441.82,1,completed
ORD-00473,1717,West,2024-10-09,Clothing,57.32,7,completed
ORD-00474,3782,East,2024-03-21,Clothing,494.2,9,completed
ORD-00475,5946,East,28/07/2024,Clothing,224.42,3,returned
ORD-00476,6486,West,Dec 18 2024,Home,28.68,2,returned
ORD-00477,9335,East,28/08/2024,Electronics,23.82,3,completed
ORD-00478,5980,South,2024-01-17,Food,374.37,1,returned
ORD-00479,8266,West,May 27 2024,Sports,331.22,6,completed
ORD-00480,5491,South,May 24 2024,Food,402.05,7,completed
ORD-00481,8192,North,2024-08-20,Food,57.16,2,completed
ORD-00482,6588,West,2024-12-17,Electronics,22.61,8,returned
ORD-00483,8651,South,May 15 2024,Electronics,256.75,6,completed
ORD-00484,4636,West,Oct 28 2024,Electronics,196.86,4,completed
ORD-00485,2167,South,11/04/2024,Clothing,233.66,5,returned
ORD-00486,2062,West,Feb 28 2024,Home,495.84,8,completed
ORD-00487,3156,North,Apr 25 2024,Clothing,485.52,3,completed
ORD-00488,8860,West,17/03/2024,Home,471.45,3,completed
ORD-00489,6161,West,2024-03-13,Home,393.0,4,completed
ORD-00490,6305,North,2024-01-31,Food,180.65,1,completed
ORD-00491,7541,East,Jun 06 2024,Food,,9,completed
ORD-00492,5729,West,18/10/2024,Home,277.06,8,completed
ORD-00493,8330,South,2024-08-12,Home,416.11,8,returned
ORD-00494,6334,North,Aug 27 2024,Clothing,39.01,10,completed
ORD-00495,9924,South,Jun 04 2024,Clothing,215.03,6,completed
ORD-00496,5330,South,25/07/2024,Food,45.9,7,completed
ORD-00497,9010,East,Sep 13 2024,Electronics,259.76,6,completed
ORD-00498,7801,East,09/09/2024,Home,-449.96,9,completed
ORD-00499,5846,South,Feb 11 2024,Clothing,392.33,3,completed
ORD-00500,7731,North,21/01/2024,Food,117.78,3,completed
